regio2,totalRent,balcony,livingSpace,noRooms
Köln,1455.7,1,113.27,4.0
Köln,690.0,1,55.0,2.0
Stuttgart,750.0,0,24.0,1.0
Köln,2070.0,1,100.57,4.0
Köln,529.0,0,34.3,1.0
Köln,1430.0,1,103.0,3.0
Stuttgart,1150.0,0,75.0,3.0
Köln,1100.0,1,91.5,2.0
Köln,1600.0,0,60.0,2.0
Köln,550.0,0,49.0,2.0
Köln,1120.0,1,93.0,4.0
Köln,1420.0,0,114.0,4.0
Köln,916.07,1,61.38,2.0
Stuttgart,960.0,1,54.0,2.0
Köln,920.0,1,57.8,2.0
Köln,625.0,0,43.0,1.0
Köln,564.0,0,37.0,1.0
Köln,640.0,1,37.0,1.0
Stuttgart,1250.0,0,75.0,3.0
Köln,600.0,0,43.0,2.0
Stuttgart,1200.0,1,63.0,2.5
Stuttgart,2150.0,0,110.0,3.0
Stuttgart,2900.0,0,125.0,4.5
Köln,590.0,0,45.0,2.0
Köln,1103.0,1,80.0,3.0
Stuttgart,1460.0,1,91.0,3.0
Köln,3155.0,1,155.0,4.0
Köln,1830.0,1,110.0,4.0
Stuttgart,720.0,0,30.0,1.0
Stuttgart,2622.0,1,140.78,4.0
Stuttgart,1428.81,1,85.78,4.0
Köln,2390.0,1,150.0,4.0
Stuttgart,1910.0,1,127.0,4.5
Stuttgart,540.0,0,25.0,1.0
Köln,1084.0,1,90.0,3.0
Stuttgart,1580.0,0,40.0,1.0
Köln,945.0,0,70.0,3.0
Köln,1990.0,1,85.0,3.0
Köln,1570.0,0,103.0,4.0
Köln,780.0,1,55.0,2.0
Stuttgart,1560.0,1,78.8,3.0
Köln,1015.0,1,70.0,3.0
Köln,1190.0,0,40.0,1.0
Stuttgart,1590.0,1,45.0,2.0
Stuttgart,790.0,1,55.0,2.0
Köln,1220.0,1,90.0,3.0
Stuttgart,1500.0,1,70.0,3.5
Köln,585.0,1,40.0,1.0
Stuttgart,1000.0,1,57.5,2.0
Stuttgart,1775.0,1,94.0,3.5
Stuttgart,1190.0,0,32.0,1.0
Köln,780.0,1,19.0,1.0
Köln,778.92,1,45.12,1.0
Köln,2020.0,1,141.0,4.5
Stuttgart,930.0,0,60.0,3.0
Köln,1410.0,1,42.0,2.0
Stuttgart,970.0,1,63.0,2.0
Köln,680.0,1,40.0,1.5
Stuttgart,1620.0,1,98.0,3.0
Köln,1690.0,1,134.0,3.5
Stuttgart,1650.0,1,98.0,3.0
Köln,1126.0,1,102.25,3.0
Köln,890.0,1,57.0,2.0
Stuttgart,1340.0,1,71.0,3.0
Köln,3670.0,1,165.0,3.5
Stuttgart,1680.0,1,70.0,3.0
Köln,570.0,1,51.0,2.0
Köln,1445.0,1,85.0,3.0
Stuttgart,1590.0,1,58.0,2.0
Köln,1401.5,1,112.8,5.0
Köln,550.0,1,33.0,1.0
Stuttgart,1690.0,1,60.0,2.0
Köln,555.2,0,28.0,1.0
Köln,950.0,0,76.0,2.0
Köln,500.0,0,26.0,1.0
Köln,1697.0,1,109.0,3.5
Köln,1500.0,1,78.0,3.0
Stuttgart,1480.0,0,76.0,1.5
Stuttgart,1390.0,1,48.0,2.0
Köln,3720.0,0,205.51,5.0
Stuttgart,1350.0,1,73.0,2.5
Köln,600.0,0,20.0,1.0
Stuttgart,790.0,0,20.0,1.0
Köln,1350.0,1,40.0,2.0
Stuttgart,1340.0,0,70.0,3.0
Köln,1171.0,1,70.09,3.0
Stuttgart,940.0,1,52.0,2.0
Stuttgart,1170.0,1,69.0,2.0
Köln,1130.0,1,83.0,2.0
Stuttgart,2410.0,1,130.0,4.0
Köln,660.0,0,52.0,2.0
Köln,1210.0,1,90.0,3.0
Stuttgart,1790.0,1,84.77,3.0
Köln,1475.0,1,85.0,3.5
Stuttgart,805.0,1,46.61,2.0
Köln,720.0,0,40.0,1.5
Köln,1550.0,1,96.0,5.0
Köln,1484.0,1,100.0,3.0
Stuttgart,1545.0,1,76.0,2.0
Stuttgart,920.0,1,80.0,2.5
Stuttgart,1260.0,1,69.06,2.0
Köln,1890.0,1,130.0,3.5
Köln,905.0,1,59.0,2.0
Köln,1310.0,1,85.18,3.0
Stuttgart,2930.0,0,170.14,4.5
Stuttgart,2120.0,1,80.39,3.0
Stuttgart,3000.0,1,179.0,4.0
Köln,486.0,0,30.0,1.0
Köln,1870.0,1,136.0,3.5
Köln,900.0,1,61.0,1.0
Köln,2170.0,1,138.0,3.5
Stuttgart,1400.0,0,95.0,4.0
Stuttgart,1400.0,0,50.0,2.0
Stuttgart,1890.0,1,75.0,3.0
Köln,2310.0,1,147.5,3.0
Stuttgart,2600.0,0,100.0,4.0
Köln,1370.0,1,90.0,3.0
Köln,1247.75,1,87.5,3.0
Köln,745.0,1,50.02,2.0
Köln,1860.0,1,120.0,2.5
Stuttgart,2390.0,1,72.0,2.0
Stuttgart,900.0,1,26.0,1.0
Köln,5000.0,1,190.0,4.0
Köln,995.0,1,86.5,3.0
Stuttgart,1750.0,1,78.0,3.0
Köln,1019.0,1,91.0,2.0
Köln,1170.0,1,80.0,3.0
Stuttgart,1190.0,1,32.0,1.0
Stuttgart,1990.0,0,85.0,3.0
Stuttgart,1490.0,0,84.0,3.5
Köln,1650.0,0,105.71,3.0
Köln,1193.52,1,57.3,2.0
Köln,1640.0,1,101.0,3.0
Köln,1160.0,0,96.0,3.0
Köln,770.0,1,54.44,2.0
Stuttgart,790.0,0,17.0,1.0
Stuttgart,1150.0,1,74.0,2.0
Stuttgart,1100.0,1,60.0,2.5
Köln,790.89,0,58.07,3.0
Köln,815.0,1,63.0,2.0
Köln,925.0,0,72.0,3.0
Stuttgart,1700.0,1,63.0,3.0
Köln,936.0,1,53.46,2.0
Köln,1795.0,1,105.92,3.0
Stuttgart,2259.0,1,108.0,4.0
Köln,660.0,0,53.61,2.0
Köln,756.0,1,56.0,2.0
Köln,1490.0,1,110.0,3.0
Köln,628.52,0,55.44,3.0
Köln,1450.0,1,90.0,3.0
Stuttgart,1800.0,1,112.0,4.0
Köln,894.0,1,68.0,2.0
Köln,840.0,1,55.0,2.0
Köln,630.0,0,53.0,2.0
Köln,770.0,0,53.0,2.0
Köln,1250.0,1,73.0,2.0
Köln,940.0,1,40.0,1.5
Köln,995.0,1,88.0,3.0
Köln,550.0,0,25.0,1.0
Stuttgart,1600.0,1,80.0,3.0
Stuttgart,780.0,0,17.0,1.0
Köln,1790.0,0,75.0,3.0
Stuttgart,530.0,0,18.5,1.5
Stuttgart,2090.0,1,55.0,2.0
Stuttgart,1350.0,1,43.0,1.0
Köln,895.0,0,65.0,3.0
Köln,820.0,1,51.5,2.0
Stuttgart,800.0,0,21.0,1.0
Köln,704.0,1,53.45,2.0
Köln,1160.0,1,61.0,2.0
Köln,400.0,0,40.0,2.0
Köln,2054.4,1,136.96,4.0
Stuttgart,530.0,0,17.0,1.0
Köln,1390.0,1,81.0,2.0
Köln,1190.0,1,40.0,1.0
Stuttgart,1660.0,1,91.0,4.5
Köln,1230.0,0,68.0,2.0
Köln,720.0,0,47.0,1.0
Köln,1400.0,1,120.0,6.0
Stuttgart,1650.0,1,89.0,3.0
Köln,920.0,1,52.83,2.0
Köln,1635.0,1,82.61,2.5
Köln,855.0,1,45.0,1.0
Stuttgart,1490.0,0,45.0,2.0
Köln,1830.0,1,120.0,3.5
Stuttgart,1450.0,1,100.0,4.0
Stuttgart,665.0,0,15.32,1.0
Köln,755.0,0,63.0,2.0
Stuttgart,780.0,1,17.0,1.0
Köln,613.0,0,51.0,1.0
Köln,469.0,0,30.0,1.0
Köln,1445.0,1,85.0,3.0
Köln,750.0,0,55.0,2.0
Stuttgart,1400.0,1,115.0,4.0
Köln,1210.0,1,45.0,1.0
Köln,1246.0,1,85.0,3.0
Köln,1210.0,1,80.0,3.0
Köln,1130.0,1,85.0,4.0
Köln,1240.0,0,70.0,3.0
Köln,840.0,1,64.0,3.0
Stuttgart,990.0,0,86.0,3.5
Stuttgart,890.0,1,48.0,1.5
Stuttgart,1240.0,1,75.0,3.0
Köln,540.0,0,39.0,1.0
Köln,855.0,1,51.94,2.0
Köln,2301.0,0,154.0,4.0
Köln,930.0,0,50.0,2.0
Köln,915.0,1,52.0,2.0
Stuttgart,1096.0,1,57.0,2.0
Stuttgart,2110.0,0,92.0,3.0
Köln,555.0,0,0.0,1.0
Stuttgart,1020.0,1,70.0,2.0
Köln,1220.0,1,80.0,3.0
Köln,920.0,1,80.0,3.0
Stuttgart,1655.0,1,91.0,4.0
Köln,1007.0,1,76.0,4.0
Köln,951.89,1,64.06,2.0
Köln,3640.0,1,89.0,3.0
Köln,964.23,1,68.3,2.0
Stuttgart,1700.0,1,116.0,3.0
Köln,851.0,1,66.24,3.0
Stuttgart,1450.0,1,60.0,2.0
Stuttgart,1400.0,1,110.0,4.0
Köln,1398.0,1,60.0,2.0
Stuttgart,1550.0,1,70.0,3.0
Köln,1798.0,1,107.0,4.0
Köln,790.0,1,50.0,2.0
Köln,700.0,0,98.0,4.0
Köln,1035.0,1,51.0,2.0
Stuttgart,2659.4,1,134.53,4.0
Stuttgart,1290.0,1,55.0,2.0
Stuttgart,2450.0,0,200.0,4.5
Stuttgart,900.0,0,65.0,3.0
Köln,797.6,1,64.04,2.0
Stuttgart,1340.0,1,80.0,3.0
Köln,700.0,0,14.0,1.0
Köln,840.0,0,57.0,2.0
Stuttgart,500.0,0,26.0,1.0
Köln,2200.0,1,125.0,3.0
Köln,680.0,1,50.0,2.0
Stuttgart,615.0,1,11.0,1.0
Stuttgart,1800.0,1,98.0,4.0
Köln,475.0,0,29.3,1.0
Köln,710.0,0,44.0,1.0
Köln,1495.0,1,118.0,3.5
Stuttgart,1910.0,1,85.0,2.5
Köln,770.0,1,33.0,1.0
Stuttgart,2385.0,1,120.0,3.0
Stuttgart,2150.0,1,150.0,5.0
Stuttgart,2265.0,1,104.0,3.0
Stuttgart,1450.0,1,100.0,4.0
Köln,1750.0,1,140.0,5.0
Köln,1330.0,1,69.0,3.0
Stuttgart,1290.0,0,44.0,1.0
Stuttgart,1350.0,0,45.0,2.0
Stuttgart,1850.0,1,60.0,2.0
Köln,2000.0,1,112.0,4.0
Stuttgart,1728.0,1,85.0,3.0
Stuttgart,1940.0,1,76.0,3.0
Köln,1180.0,1,87.0,3.0
Stuttgart,1890.0,0,76.0,3.0
Stuttgart,1175.0,1,77.0,3.0
Stuttgart,1950.0,1,124.4,4.0
Köln,669.0,0,26.38,1.0
Köln,1145.0,1,78.0,2.0
Köln,1062.0,1,74.2,3.0
Stuttgart,1130.0,1,60.0,2.0
Köln,1180.0,1,64.0,1.0
Stuttgart,800.0,1,55.0,2.5
Stuttgart,540.0,0,21.0,1.0
Stuttgart,590.0,1,40.0,1.5
Köln,850.0,0,25.0,1.0
Köln,1000.0,1,92.0,3.0
Köln,665.5,1,39.0,1.0
Stuttgart,1537.0,1,74.0,2.0
Köln,885.0,1,77.0,3.0
Köln,954.0,0,53.0,2.0
Köln,1500.0,1,80.0,2.5
Stuttgart,2170.0,1,128.0,3.0
Köln,1575.0,1,99.87,4.0
Köln,1050.0,1,85.0,2.5
Köln,880.0,0,41.0,2.0
Stuttgart,1295.0,0,95.0,4.0
Stuttgart,1120.0,1,74.0,3.0
Köln,850.0,0,43.5,1.0
Stuttgart,1750.0,1,106.0,4.0
Köln,519.0,1,20.0,1.0
Köln,1090.0,1,53.0,2.0
Stuttgart,1150.0,0,46.0,2.0
Stuttgart,570.0,0,15.0,1.0
Stuttgart,1660.0,1,83.0,3.0
Stuttgart,1390.0,1,84.0,3.5
Köln,1990.0,1,116.6,4.0
Stuttgart,740.0,1,30.46,1.0
Köln,1300.0,1,79.1,3.0
Stuttgart,700.0,0,25.0,1.0
Köln,918.5,1,53.0,2.0
Stuttgart,2290.0,0,131.82,3.0
Köln,1015.0,1,66.0,2.0
Köln,780.0,0,18.0,1.0
Stuttgart,1720.0,1,84.0,2.0
Stuttgart,2080.0,0,88.0,2.0
Köln,2950.0,0,168.0,4.0
Köln,2347.0,0,150.0,4.0
Köln,1630.0,0,96.0,3.5
Köln,730.0,1,68.0,3.0
Stuttgart,1200.0,1,51.0,2.5
Köln,1700.0,1,120.0,3.0
Stuttgart,2325.0,1,91.41,3.0
Stuttgart,1750.0,1,74.28,3.0
Köln,460.0,0,40.0,1.0
Stuttgart,770.0,0,17.0,1.0
Köln,675.0,1,50.0,2.0
Köln,1010.0,1,68.0,2.0
Köln,2450.0,1,175.0,3.0
Köln,1520.0,1,79.0,3.0
Köln,575.0,1,48.0,2.0
Köln,2170.0,1,145.0,2.0
Köln,999.0,1,69.43,3.0
Köln,1230.0,1,84.0,3.0
Köln,1150.0,1,102.91,3.0
Stuttgart,897.0,0,21.0,1.0
Köln,1440.0,1,55.0,2.0
Köln,960.0,1,71.0,3.0
Stuttgart,990.0,1,50.0,2.0
Köln,590.0,1,18.0,1.0
Stuttgart,1700.0,1,88.0,4.0
Stuttgart,850.0,0,32.0,1.0
Köln,980.0,0,65.0,2.0
Köln,1410.0,0,110.0,3.0
Köln,835.0,1,71.0,2.0
Köln,528.0,0,45.0,2.0
Köln,1050.0,1,56.0,2.0
Köln,1880.0,1,155.0,5.0
Stuttgart,1590.0,0,52.0,1.0
Stuttgart,3220.0,1,204.0,4.0
Köln,2620.0,0,185.0,5.0
Köln,1046.0,1,56.0,2.0
Köln,1160.0,1,96.0,3.0
Stuttgart,1590.0,0,55.0,2.0
Köln,799.0,1,33.0,1.0
Köln,1540.0,1,94.0,4.0
Köln,1760.0,0,112.0,3.0
Stuttgart,930.0,0,71.0,3.0
Köln,3891.0,1,192.0,4.5
Stuttgart,4110.0,1,165.0,5.0
Stuttgart,1390.0,1,48.0,2.0
Stuttgart,1400.0,1,75.0,3.0
Stuttgart,1340.0,1,106.5,4.0
Köln,970.0,1,58.0,2.0
Köln,1072.0,1,76.0,2.0
Köln,1990.0,1,110.0,3.0
Stuttgart,570.0,1,25.0,1.0
Stuttgart,1990.0,0,85.0,3.0
Köln,1200.0,1,77.0,2.0
Köln,1899.0,1,127.5,4.0
Stuttgart,2145.0,1,121.0,4.0
Stuttgart,1300.0,1,50.0,1.0
Köln,1490.0,1,60.0,2.0
Stuttgart,850.0,0,24.0,1.0
Stuttgart,1480.0,0,55.0,2.0
Köln,900.0,0,81.0,3.0
Köln,680.0,0,42.0,2.0
Stuttgart,1680.0,1,58.0,2.0
Stuttgart,790.0,0,23.0,1.0
Köln,772.0,1,74.0,3.0
Köln,1460.0,1,85.0,3.0
Köln,2270.0,1,130.0,4.0
Köln,780.0,1,69.0,2.0
Köln,1735.0,0,90.0,3.0
Köln,724.0,1,62.5,1.0
Stuttgart,890.0,0,15.0,1.0
Köln,3030.0,0,100.0,3.0
Köln,1460.0,1,103.0,3.0
Köln,2330.0,1,145.0,3.0
Köln,1544.4,0,90.9,3.0
Köln,790.0,1,53.0,2.0
Stuttgart,1215.0,0,70.0,2.0
Stuttgart,1350.0,1,48.0,1.0
Stuttgart,1050.0,1,67.0,2.5
Stuttgart,2400.0,1,85.0,4.5
Köln,425.0,0,44.0,1.0
Köln,420.0,0,22.0,2.0
Köln,700.0,0,22.0,1.0
Stuttgart,1200.0,1,30.0,1.0
Köln,1340.0,1,50.0,2.0
Köln,557.5,0,50.0,2.0
Stuttgart,790.0,1,30.65,1.0
Stuttgart,678.0,1,20.0,1.0
Stuttgart,1415.0,1,63.0,2.0
Stuttgart,1200.0,1,66.0,2.0
Köln,1020.0,1,67.0,2.0
Stuttgart,625.0,0,20.0,1.0
Köln,1445.0,1,68.0,2.0
Köln,2426.0,1,136.0,4.0
Köln,877.0,1,63.0,2.0
Stuttgart,790.0,1,54.0,2.0
Stuttgart,870.0,1,35.0,1.0
Köln,1125.0,1,80.0,3.0
Köln,875.0,1,54.62,2.0
Köln,1077.0,1,72.0,2.0
Stuttgart,3526.0,1,156.0,3.5
Stuttgart,830.0,0,27.0,1.0
Stuttgart,1908.0,1,79.0,3.0
Köln,510.0,0,20.0,1.0
Stuttgart,1340.0,0,55.0,2.0
Stuttgart,1200.0,1,54.0,2.0
Köln,1350.0,1,82.0,2.0
Köln,860.0,0,112.0,5.0
Köln,2300.0,1,175.0,5.0
Köln,2475.0,1,102.4,3.5
Stuttgart,2449.0,1,130.63,4.0
Köln,850.0,0,56.5,2.0
Stuttgart,1980.0,1,103.0,4.0
Köln,1083.88,1,86.11,3.5
Stuttgart,2043.0,0,105.49,2.0
Stuttgart,1990.0,1,84.0,1.5
Köln,2000.0,1,105.0,4.0
Stuttgart,1520.0,1,98.0,4.0
Köln,3500.0,1,205.0,4.0
Stuttgart,615.0,0,45.0,2.0
Köln,2630.0,0,162.0,3.0
Köln,520.0,1,35.0,1.0
Köln,910.0,1,90.0,4.0
Stuttgart,2000.0,1,100.0,4.0
Köln,855.0,1,51.94,2.0
Stuttgart,2270.0,1,133.0,4.0
Köln,980.0,0,40.0,1.0
Köln,850.0,0,72.0,2.0
Stuttgart,540.0,1,55.0,2.0
Köln,620.0,0,48.0,1.0
Stuttgart,500.0,0,70.0,1.0
Stuttgart,2590.0,1,123.0,4.0
Stuttgart,880.0,0,16.0,1.0
Stuttgart,800.0,1,34.0,1.0
Köln,974.1,1,76.1,3.0
Stuttgart,850.0,1,50.0,2.0
Köln,995.0,1,60.0,2.0
Stuttgart,750.0,0,26.4,1.0
Köln,1300.0,1,86.4,3.5
Köln,980.0,1,65.0,3.0
Köln,810.0,0,17.0,1.0
Köln,765.0,1,62.0,2.0
Köln,1195.0,1,110.0,2.5
Köln,1600.0,1,57.0,2.0
Köln,1206.0,1,97.0,3.0
Stuttgart,1240.0,1,59.0,1.0
Köln,940.0,0,71.0,2.0
Stuttgart,1040.0,1,76.0,3.5
Stuttgart,2700.0,1,119.0,3.0
Köln,740.0,0,17.0,1.0
Köln,725.0,1,50.0,2.0
Köln,1060.0,0,75.0,2.0
Köln,1604.0,0,91.94,3.0
Köln,955.23,1,61.94,2.0
Köln,1575.0,1,119.2,5.0
Köln,383.0,0,32.69,1.0
Köln,1088.5,1,65.0,2.0
Stuttgart,1090.0,1,75.0,3.0
Köln,2190.0,1,160.0,3.5
Köln,1166.0,0,89.0,3.0
Köln,1554.0,1,97.55,4.0
Köln,842.0,0,64.0,2.0
Köln,1875.0,1,96.04,3.0
Köln,900.0,1,65.0,2.0
Köln,1215.0,0,98.0,2.5
Stuttgart,1870.0,1,106.0,4.5
Köln,1095.0,1,90.0,4.0
Köln,910.0,1,58.0,2.0
Köln,650.0,1,10.0,1.0
Köln,975.0,1,78.93,3.0
Stuttgart,1700.0,1,112.27,4.0
Köln,760.0,1,59.0,3.0
Stuttgart,2650.0,0,145.0,4.0
Stuttgart,1570.0,1,110.0,3.0
Stuttgart,1514.0,1,95.59,2.0
Stuttgart,1650.0,0,80.0,2.0
Köln,1950.0,1,100.0,3.0
Köln,835.0,1,68.0,3.0
Köln,2600.0,1,152.0,4.0
Köln,1060.0,1,75.0,2.0
Stuttgart,650.0,1,56.0,2.0
Stuttgart,2300.0,1,95.0,2.0
Köln,950.0,0,44.0,2.0
Köln,658.0,0,27.0,1.0
Köln,1060.0,1,60.03,2.0
Stuttgart,840.0,0,27.0,1.0
Stuttgart,1010.0,1,59.0,2.5
Köln,980.0,1,67.0,2.0
Stuttgart,2290.0,1,80.0,3.0
Köln,1933.0,1,115.0,3.0
Köln,920.0,1,65.07,2.0
Stuttgart,1700.0,1,88.0,4.0
Stuttgart,800.0,1,50.0,2.0
Köln,1540.0,0,50.0,2.0
Köln,870.26,1,69.0,2.0
Stuttgart,550.0,0,11.9,1.0
Köln,450.0,0,35.0,1.0
Köln,915.0,0,68.6,2.0
Köln,1400.0,1,92.0,4.0
Köln,625.0,0,65.0,2.0
Stuttgart,330.0,1,25.0,1.0
Köln,1120.0,1,80.0,4.0
Stuttgart,620.0,1,44.0,1.0
Stuttgart,500.0,0,33.0,1.5
Stuttgart,1650.0,1,93.0,3.0
Stuttgart,1990.0,0,85.0,3.0
Köln,740.0,1,43.0,1.0
Köln,620.0,1,40.0,2.0
Köln,2220.0,1,170.0,4.0
Köln,600.0,0,24.0,1.0
Stuttgart,1290.0,1,67.5,2.5
Köln,1725.0,0,80.0,3.0
Stuttgart,1180.0,1,70.0,2.5
Stuttgart,750.0,0,13.0,1.0
Köln,810.0,0,22.0,1.0
Stuttgart,830.0,0,27.0,1.0
Stuttgart,1755.0,0,55.0,2.0
Köln,726.0,1,54.71,2.0
Köln,650.0,0,46.0,2.0
Köln,578.0,0,26.58,1.0
Stuttgart,990.0,0,30.0,1.0
Stuttgart,3900.0,1,180.0,4.0
Köln,660.0,0,40.0,2.0
Stuttgart,2614.0,1,165.8,4.0
Köln,1295.0,1,136.0,3.0
Köln,965.0,1,65.4,3.0
Stuttgart,2190.0,0,74.0,3.0
Köln,1850.0,0,115.0,2.0
Köln,795.0,1,56.1,2.0
Köln,1040.0,0,86.0,3.0
Stuttgart,1710.0,1,86.0,3.0
Köln,1250.0,1,89.02,3.0
Köln,630.0,1,35.3,1.0
Stuttgart,2990.0,1,156.0,4.0
Köln,2120.0,1,220.0,6.0
Köln,580.0,1,43.0,1.5
Köln,1780.0,1,119.0,2.0
Köln,530.0,1,27.7,1.0
Köln,1650.0,1,110.0,3.0
Stuttgart,925.0,1,62.0,3.0
Stuttgart,1650.0,0,80.0,2.0
Köln,1600.0,1,127.0,4.0
Stuttgart,1669.0,1,80.0,3.0
Köln,895.0,1,53.0,2.0
Stuttgart,1340.0,0,71.0,3.0
Köln,1035.0,1,70.0,3.0
Köln,366.0,0,37.0,2.0
Köln,1000.0,1,70.0,3.0
Köln,1900.0,1,75.0,3.0
Köln,1150.0,1,40.0,2.0
Köln,1668.0,1,94.78,3.0
Köln,1010.0,1,90.0,3.5
Stuttgart,1640.0,1,84.0,2.5
Köln,895.0,1,55.0,2.0
Köln,540.8,0,28.8,1.0
Köln,640.0,0,35.0,2.0
Köln,1295.0,1,105.0,3.0
Köln,593.0,0,33.0,1.0
Stuttgart,1030.0,1,68.0,2.0
Köln,431.0,1,26.0,1.0
Köln,1250.0,1,66.31,3.0
Stuttgart,1900.0,0,100.0,3.5
Köln,790.0,0,30.0,1.0
Stuttgart,1480.0,1,95.0,4.0
Stuttgart,2600.0,1,145.0,4.0
Köln,1485.0,1,116.0,3.0
Köln,990.0,0,53.0,2.0
Köln,640.0,1,54.0,2.0
Köln,1020.0,1,54.68,2.0
Stuttgart,1375.0,1,81.43,2.5
Köln,1060.0,0,96.77,4.0
Köln,888.42,1,78.0,2.5
Köln,850.0,0,44.0,1.0
Köln,725.0,1,55.0,2.0
Stuttgart,780.0,0,60.0,2.5
Köln,1284.0,1,96.0,3.5
Köln,1230.0,1,85.0,3.0
Köln,720.0,1,49.0,1.0
Köln,750.0,0,30.0,1.0
Stuttgart,2460.0,1,133.0,3.0
Stuttgart,950.0,0,25.0,1.0
Stuttgart,1000.0,0,75.0,3.0
Köln,869.0,0,42.0,2.0
Stuttgart,682.0,1,35.0,1.0
Stuttgart,820.0,0,12.0,1.0
Köln,650.0,0,50.03,2.0
Stuttgart,2250.0,1,87.0,3.0
Köln,945.0,1,70.0,3.0
Stuttgart,840.0,0,14.0,1.0
Köln,1069.0,0,45.19,2.0
Stuttgart,1070.0,1,65.0,3.0
Köln,1065.0,1,75.0,3.0
Köln,482.5,0,35.0,1.0
Köln,1035.0,1,59.67,2.0
Stuttgart,1240.0,0,55.0,2.0
Köln,640.0,1,44.0,2.0
Köln,915.0,1,77.8,3.0
Köln,990.0,1,66.5,2.0
Stuttgart,1250.0,1,41.0,1.0
Köln,890.0,0,30.0,1.0
Köln,1980.0,1,107.0,3.0
Stuttgart,4565.0,1,262.0,6.0
Stuttgart,1070.0,0,64.0,2.0
Stuttgart,2616.0,1,118.0,2.0
Stuttgart,1300.0,0,46.0,2.0
Stuttgart,1400.0,1,40.0,2.0
Köln,1740.0,1,134.63,4.0
Köln,787.0,1,44.0,1.0
Stuttgart,760.0,1,26.5,1.0
Köln,2510.0,1,145.0,5.0
Stuttgart,560.0,1,13.8,1.0
Köln,2150.0,1,130.0,3.0
Köln,760.0,0,19.0,1.0
Köln,1602.0,1,93.0,3.0
Köln,692.0,1,55.7,2.0
Stuttgart,1140.0,0,54.0,2.0
Stuttgart,2160.0,1,120.0,3.5
Stuttgart,820.0,1,17.0,1.0
Köln,830.0,1,63.0,2.0
Stuttgart,590.0,1,35.0,1.0
Stuttgart,840.0,0,27.0,1.0
Stuttgart,1750.0,1,96.0,4.0
Köln,1850.0,1,116.5,3.0
Köln,899.23,1,68.3,2.5
Köln,903.5,1,50.0,2.0
Köln,1220.0,1,83.0,3.0
Stuttgart,1240.0,0,45.0,2.0
Stuttgart,830.0,1,23.0,1.0
Köln,674.0,0,27.0,1.0
Stuttgart,2200.0,0,94.0,3.5
